type, cue, valid, ICS, stimulus side, stimulus x, stimulus y, response, reaction time
2,1,-1,1.00,-1,969,-220,1,0.32333
2,1,-1,0.50,-1,969,-220,1,0.27319
1,-1,1,1.00,-1,1292,-73,1,0.20981
1,1,1,1.00,1,969,-73,1,0.19452
1,1,1,0.50,1,969,73,1,0.19935
2,1,1,1.00,1,1292,-220,1,0.21697
1,1,1,0.50,1,969,-220,1,0.30182
2,-1,1,1.00,-1,969,-73,1,0.20623
2,-1,1,1.00,-1,969,220,1,0.19186
2,-1,1,0.50,-1,1131,73,1,0.15774
2,-1,-1,1.00,1,1131,220,1,0.27129
