type, cue, valid, ICS, stimulus side, stimulus x, stimulus y, response, reaction time
1,-1,-1,1.00,1,1131,0,1,0.22534
1,1,-1,0.50,-1,1131,0,1,0.19828
2,-1,1,0.50,-1,1131,-220,1,0.37207
1,1,-1,1.00,-1,1131,0,1,0.23683
1,1,1,1.00,1,1131,220,1,0.22146
2,1,-1,1.00,-1,969,-220,1,0.30316
2,1,1,0.50,1,1131,-73,1,0.25270
2,-1,1,0.50,-1,969,-73,1,0.27469
2,-1,1,0.50,-1,1131,-73,1,0.24068
2,1,1,1.00,1,1131,-220,1,0.00004
2,1,1,0.50,1,969,-220,1,0.20679
